Constant,Stock Change,Inventory Turnover,Operating Profit,Interaction Effect,Current Ratio,Quick Ratio,Debt Asset Ratio
1,-0.183408743,45.84596577,0.206574221,9.470594652,0.728437429,0.494509266,0
1,-0.040137472,51.74307692,0.377778542,19.54742418,0.9102932,0.666999376,0
1,-0.508644811,49.42797495,0.351358677,17.3669479,0.69127789,0.496957404,0.164714325
1,-6.87E-05,50.04453821,0.241123305,12.06690447,0.703156116,0.57443727,0.440521666
1,-0.205796195,52.8521327,0.355991747,18.81492306,0.560689707,0.401119262,0.444689978
1,1.466012866,50.8638961,0.457288072,23.259453,0.499749562,0.379226146,0.330087573
1,-0.383425153,55.29809359,0.388538012,21.48541133,1.135008017,0.949973276,0.005590948
1,0.076022787,59.63653251,0.318632561,19.00214107,1.505764706,1.315764706,0
1,0.397822356,58.32895522,0.277438181,16.18267922,2.068040188,1.855017169,0
1,-0.386463719,71.70496454,0.367340509,26.34013819,2.254580939,2.101702266,0.016960196
1,-0.252720775,66.42352185,0.339152977,22.5277352,1.997817547,1.828022698,0.013053138
1,-0.252511444,64.177117,0.191295603,12.2768003,1.454953213,1.335318228,0.009234495
1,-0.103419633,61.15133172,0.202588268,12.3885424,1.467048164,1.309489747,0.005849199
1,0.093908903,75.04528536,0.269284965,20.20856702,1.322963667,1.195361355,0.001437497
1,-0.118250517,72.8653478,0.443357458,32.3053954,1.325218227,1.199727717,0.0385215
1,-0.006009631,69.59911336,0.331165659,23.04883625,1.020523139,0.91462106,0.064773814
1,0.211376072,63.70524017,0.33369815,21.25832082,0.922106648,0.81258967,0.111959365
1,-0.096315734,62.17893661,0.335859491,20.883386,1.007315828,0.896387455,0.082984061
1,0.093405386,67.57875264,0.257362835,17.39225933,0.960489972,0.846883632,0.116299172
1,-0.231166049,66.49648594,0.231084957,15.36633759,0.385509463,0.309348117,0.149849501
1,-0.235524332,4.605255954,0.323502534,1.48981197,1.989795918,0.962585034,0
1,0.313068714,3.851409978,0.235971147,0.908821629,1.461623675,0.521918025,0.055061143
1,-0.228489033,4.358266912,0.21654215,0.943748485,1.32353351,0.578236032,0.039784614
1,-0.608309975,4.527645156,0.240078074,1.08698833,1.22324159,0.452402091,0.299384342
1,0.596809492,4.361332708,0.474730645,2.070458291,1.197630989,0.436879735,0.397287873
1,-0.119642768,7.471037051,0.016501284,0.123281704,7.431114903,6.077246871,0
1,-0.324663001,4.025201545,-0.074955663,-0.301711651,4.315617158,3.343520965,0
1,-0.386604579,5.559320092,0.033458176,0.18600471,3.457515257,2.799095909,0
1,-0.102345813,7.897097742,-0.071408688,-0.563921391,5.529178602,4.187595763,0
1,-0.643273543,6.155036638,-0.002398252,-0.014761327,4.115995829,3.005026069,0
1,-0.882920744,5.672369584,-0.119309602,-0.676768158,5.960279501,4.533779239,0
1,-0.002612085,5.328587734,-0.30326009,-1.615947995,3.923454796,3.09171966,0.048484779
1,1.325326608,4.189798154,-0.476172881,-1.995068258,2.435777744,1.652642674,0.067651831
1,0.215936737,5.315522244,-0.111245281,-0.591326766,1.723813863,1.25021359,0
1,0.745209564,2.568267538,-0.128996749,-0.331298163,2.158877913,1.784574468,0
1,0.341441224,3.115435356,-0.048425361,-0.150866081,2.728016536,2.363017828,0
1,-0.132987266,2.867413957,0.528942408,1.516696843,2.782536812,0.556290364,0
1,0.043210843,2.315155637,0.527326822,1.220843665,2.976111817,0.253948085,0
1,0.181245454,2.299599587,0.529736825,1.218182584,2.559391876,0.208701121,0
1,-0.630972857,2.300223071,0.506992591,1.166196056,2.20914366,0.163976679,0
1,0.242969037,2.503250795,0.485377471,1.215021539,2.149259511,0.3812951,0
1,-0.12704921,4.446948784,0.481820314,2.142630261,1.774755871,1.277766121,0
1,-0.030136348,4.060886022,0.45675507,1.854830278,1.821157945,1.326375969,0
1,-0.311510164,4.039072783,0.417628382,1.686831432,1.286264389,0.764931793,0
1,-0.17066932,4.796208726,0.306247676,1.468827774,1.351192197,0.882428343,0
1,-0.380312447,4.74959475,0.218381279,1.037222576,1.446978755,0.865423526,0
1,0.304836133,4.836878154,0.102755189,0.497014328,1.657772622,0.996886067,0
1,0.164244167,4.588617536,0.151401597,0.694724021,1.591390835,0.968376597,0
1,-0.829578398,4.059525646,0.162229289,0.658573959,1.43345473,0.746507929,0
1,0.419121945,4.457636875,0.081985157,0.365460059,1.353850794,0.70839762,0
1,1.028005001,4.014846362,0.234826401,0.942791923,1.355393521,0.744728932,0
1,-0.214523859,3.733841622,0.36681178,1.369617091,1.471212167,0.867833318,0
1,0.077749142,3.381331551,0.345072123,1.166803256,1.289101852,0.670952624,0
1,-0.316253297,3.507680447,0.216724514,0.760200339,1.328119531,0.615132095,0
1,-0.249839319,3.35079817,0.167964653,0.562815654,2.833384193,0.303148205,0
1,-0.638198321,3.767192287,0.19311578,0.727504277,2.902690341,0.275586505,0
1,0.244335106,4.16204794,0.235434618,0.979890168,2.580381801,0.692886085,0
1,0.541419574,5.386198319,0.249449252,1.343583141,1.861835349,0.57854447,0
1,0.420984146,5.437484356,0.161035236,0.875626574,1.866982512,0.932476038,0
1,0.002857494,5.284638247,0.257056335,1.358449742,1.639343028,0.293556625,0
1,-0.324464646,3.961518928,0.291339695,1.154147717,1.901882456,0.313172217,0
1,-0.840230486,4.793108121,0.352601018,1.690054802,1.964267959,0.523075656,0
1,-0.695534804,5.183412952,0.310117373,1.60746641,1.601069265,0.363485546,0
1,0.915047018,5.869798306,0.157757647,0.92600557,1.694068708,0.303865437,0
1,0.328940735,6.559033473,0.393354944,2.580028245,1.654558101,0.619820911,0
1,0.114462568,10.67039553,0.482391482,5.147307915,1.52105594,0.477686989,0
1,0.257003737,9.453597497,0.232294618,2.196019815,1.366151545,0.489282154,0
1,0.505453347,10.30536685,0.277769561,2.862517222,1.195208518,0.426796806,0
1,-0.012747601,10.49069694,0.278085266,2.917308244,1.323958554,0.510890252,0
1,-0.503979749,11.78414097,0.155046164,1.827085849,1.111030082,0.484412033,0
1,0.092702867,10.83404817,0.007241457,0.078454298,0.806290356,0.440429077,0
1,0.270753243,11.36312564,-0.98478783,-11.19026784,0.870500677,0.570230041,0
1,-1.118663699,8.723723724,0.270716408,2.361655151,1.316120028,0.792742498,0
1,-0.792874016,9.711392405,-0.232847341,-2.261271902,1.250860016,0.650436623,0
1,0.070648068,12.92022008,-1.101045296,-14.22574755,0.885989914,0.486077615,0
1,0.319732136,16.95290252,-1.003416856,-17.01082815,0.736638452,0.439661427,0
1,1.257417634,22.63669065,2.389937107,54.10026696,0.652318885,0.409821158,0
1,-0.422308567,12.77968526,1.864035088,23.82178174,0.828732956,0.514798803,0
1,-0.861486116,14.42622951,0.612961296,8.842720338,0.852156863,0.451764706,0
1,0.476256967,20.4125,0.272904483,5.570662768,0.984754841,0.564482901,0
1,-0.065671733,16.68325243,0.216522678,3.612302496,1.017779914,0.442575685,0
1,0.268745383,16.78375412,0.359638791,6.036089034,1.168674699,0.594531974,0
1,0.206773397,12.27374302,0.373179445,4.580308606,1.128668172,0.531978932,0
1,-0.735699796,13.3912692,0.319098923,4.273139574,1.541480821,0.79750223,0
1,-0.274092079,11.71218487,0.24226361,2.837436192,1.513182325,0.833642778,0.076773115
1,-0.099583329,13.61070912,0.2379027,3.238024446,1.600655431,0.804775281,0.145240432
1,0.119655724,14.97083022,0.223461195,3.345399616,2.176470588,1.363548698,0.15497374
1,-0.381966912,20.9233474,0.361152958,7.556528798,2.255265375,1.430918281,0.111590948
1,-0.121900246,21.66519824,0.296686311,6.427767731,1.730541012,0.947643979,0.084983719
1,0.244779465,20.35757576,0.265518266,5.405308205,1.567056945,0.977647685,0.066450895
1,-0.131484338,18.0321608,0.349751777,6.306780275,1.545939086,0.85786802,0.074697755
1,-0.031601556,18.3738149,0.306708673,5.635408387,1.28379752,0.668225249,0.189101394
1,-0.102914832,20.58614319,0.293032109,6.032400945,1.38427852,0.726297351,0.200415334
1,-0.019332301,21.49400369,0.277726856,5.96946207,1.521314387,0.918516874,0.19998158
1,-0.176372623,24.98396275,0.296651383,7.411527091,1.324068323,0.87173913,0.203112399
1,0.48049992,23.83249428,0.293384136,6.992075738,1.281167928,0.770739997,0.229445056
1,0.706557099,22.31580896,0.309468599,6.906042135,1.260750629,0.871211292,0.272972755
1,-0.193613205,21.9113067,0.356896184,7.820061753,1.276835081,0.877597712,0.251040431
1,0.148565297,1.150417577,-0.019086771,-0.021957757,1.269969683,0.097453024,0.287410627
1,-1.493949263,1.353870295,1.007438895,1.363941594,1.21418904,0.100762031,0.315109543
1,0.900090224,1.279703132,1.075804777,1.376710742,1.221582203,0.115765068,0.287987435
1,0.151627299,1.351233068,0.434354486,0.586914144,1.167421485,0.137940711,0.186293577
1,0.352410042,28.63017032,0.129631459,3.711370759,0.661743138,0.398282003,0
1,0.155784286,37.62120405,0.264953314,9.967862698,0.399331221,0.187609996,0
1,-0.492763442,43.48426396,0.454035836,19.74341413,0.405950945,0.300335076,0
1,-1.812640282,43.32157631,0.352748128,15.28160495,0.519623642,0.400244321,0
1,-0.291320385,52.59215863,0.345877937,18.19046735,1.015290212,0.903681722,0
1,4.138063105,56.85584657,0.299320219,17.01810446,0.603566959,0.486858573,0.148300011
1,-0.36735637,83.14931529,0.247439299,20.57440829,1.210085608,1.110540639,0.260242729
1,-0.298731165,89.42524635,0.225517039,20.16691677,2.094420601,2.043179622,0.34761466
1,-0.322287118,82.51373792,0.138686417,11.44353467,2.80783465,2.754541651,0.321088362
1,-0.510443781,87.72061776,0.04604276,4.038899335,1.747447219,1.690153432,0.23543336
1,-0.244121669,91.01320371,0.026091839,2.374701901,1.647893554,1.58692075,0.275452614
1,0.012877996,89.33965495,0.046145547,4.122627225,1.078541959,0.972957339,0.305444269
1,-0.368819083,98.77498893,0.048065414,4.747660756,1.064810726,0.972194216,0.262821945
1,0.283933552,94.58668134,0.002149367,0.203301529,0.831333215,0.755048269,0.247810234
1,-1.025780081,2.141859071,0.372401269,0.797631036,2.290128577,0.561005115,0
1,0.090187307,2.56769395,0.296641614,0.761684876,2.446255934,0.49754651,0
1,-0.411641678,2.192672078,0.105331972,0.230958473,2.995584362,0.369478482,0
1,1.087763198,2.520444707,0.132348528,0.333577148,2.281981289,0.157452262,0
1,-0.172172035,3.761108437,0.243880029,0.917259233,2.422963866,0.82419997,0
1,0.587212441,3.764943004,0.489218244,1.841878807,1.780994676,0.286139136,0.115109623
1,0.108626329,3.784677498,0.423652472,1.603387979,1.690699774,0.260641241,0.047539265
1,-0.289615295,3.838813023,0.388561351,1.491614376,2.0699071,0.721870161,0.002086861
1,0.079074052,3.857257008,0.457732577,1.765592192,1.940688021,0.534335552,0.001310818
1,-0.515284935,3.795299293,0.525179384,1.993212946,1.721309121,0.310285216,0.042001206
1,-0.333971743,3.569512964,0.533784592,1.905351021,1.732165036,0.274138627,0.098806131
1,0.065399955,3.537409628,0.336153676,1.189113251,1.941409341,0.356908946,0.044843668
1,0.045749474,3.678804794,0.436833639,1.607025687,1.766549456,0.317711443,0.049862735
1,0.027882603,3.674661346,0.511481394,1.879520908,1.465745348,0.212912412,0.053451355
1,-0.000660025,3.611342407,0.603053963,2.17783435,1.46534973,0.199957265,0.078773682
1,0.385131968,80.18933539,0.143513574,11.50825811,1.522416944,1.452854532,0
1,-0.245791184,83.17585607,0.137175793,11.40971397,2.205302026,2.140049233,0
1,0.019809473,92.71976688,0.111726046,10.35921297,2.622999424,2.566475417,0
1,0.323178169,99.57193396,0.131598382,13.10350543,1.788597792,1.728715015,0
1,0.023570571,84.8452579,0.136905932,11.61581915,0.645547203,0.580381668,0.028340528
1,0.342088441,87.07135704,0.162612579,14.15889796,1.11322875,1.053385475,0.013119159
1,0.159832146,83.43608871,0.192769152,16.08390409,1.29080128,1.213404073,0
1,-0.503405394,82.92067751,0.218109393,18.08577861,1.172999137,1.092600582,0
1,-0.468377004,94.21316614,0.204661712,19.28182788,1.002861161,0.929380243,0
1,0.380476174,86.01237724,0.179526174,15.44147299,0.768794973,0.688123379,0
1,-0.011306454,86.62059925,0.244978241,21.22016207,0.759803784,0.684961458,0.089633015
1,-0.2880769,82.84392219,0.333915275,27.66285107,0.795618252,0.719540781,0.147433123
1,-0.139723669,80.89361058,0.385876728,31.21496178,0.613160114,0.534344222,0.208780342
1,0.436454099,81.7757276,0.38538565,31.5151919,0.492316857,0.406517002,0.238700767
1,0.342821107,6.583663021,0.342281579,2.253466577,3.439472591,2.101121262,0
1,2.072335971,5.618259948,0.324006822,1.820354553,3.23030303,1.91033411,0
1,-0.489451506,3.993244999,0.379057437,1.513669214,3.129227152,1.971759753,0
1,-0.461632889,4.243994252,0.402648327,1.708837185,3.601980842,2.366180627,0
1,0.03530045,4.249123444,0.408281269,1.734837513,4.087533004,2.507777523,0
1,-0.276762959,4.604537432,0.32358579,1.489962884,4.813796782,3.286660864,0
1,-0.229537616,4.560804464,0.253634971,1.156779508,6.897426495,5.087405827,0
1,-0.286165027,4.283905998,0.219581218,0.940665295,5.211339301,3.454830027,0
1,0.022628526,4.317613971,0.218002688,0.941251454,5.954425798,4.277448722,0
1,-0.067694794,4.150519538,0.239466191,0.993909104,6.019984257,4.525975162,0
1,0.281779061,4.211345681,0.313332866,1.319553013,5.285923201,3.763001041,0
1,-0.246406748,4.315278924,0.34331983,1.481520825,4.841106302,3.412383914,0
1,0.270128113,4.44320509,0.38428411,1.707453112,3.387732111,2.382384171,0
1,-0.29235166,5.082941296,0.536773995,2.728390703,3.208966073,2.270055689,0
1,-0.086721775,5.35830678,0.63399095,3.397118006,2.877420406,1.919178529,0
1,-0.058789299,5.654261623,0.68083348,3.849610615,2.667095556,1.747823561,0
1,-0.146208683,5.388421346,0.714476507,3.849900462,2.91472353,1.965911264,0
1,-0.298813196,5.689368627,0.968613897,5.510801514,2.147034647,1.341697943,0
1,-0.151891631,4.802804875,0.777410341,3.733750176,2.773012052,1.766852271,0
1,-0.452805298,4.726957151,0.788892988,3.729063353,2.654668728,1.592102788,0
1,-0.538648054,4.052211064,0.634277087,2.570224629,3.371833943,1.982151153,0
1,-0.073559018,4.335274556,0.430964442,1.868349181,3.918806279,2.644226089,0
1,-0.017437658,42.34059426,0.707878838,29.97201067,0.705564829,0.55894894,0.495413142
1,-0.157166236,44.93907365,0.816340891,36.68560342,0.514199807,0.377769398,0.434240408
1,0.070227115,54.43796661,1.41887487,77.24066278,0.474271564,0.352182636,0.412327767
1,-0.103928159,68.49882959,5.451268286,373.4054973,0.418427787,0.311614043,0.43456837
1,0.269083682,7.83319549,0.223974105,1.754432951,2.202495278,1.216243082,0.269934925
1,-0.311829493,7.579266307,0.215782184,1.635470633,2.328546009,1.257113586,0.252238776
1,-0.046852143,54.19824341,-0.082043091,-4.446591436,0.461981014,0.385559498,0
1,-1.217258156,79.54610951,-0.072856222,-5.795428997,0.474545296,0.414150205,0
1,1.271017141,85.07509158,-0.267843114,-22.78677741,0.290319865,0.244360269,0.15440216
1,0.493283298,68.29353234,-0.443390515,-30.28070445,0.303466318,0.259646828,0.240475535
1,-0.379632547,41.63609898,0.122578373,5.103685257,0.344985327,0.285689625,0.190632165
1,-0.215500612,2.020632269,0.219637484,0.443806589,1.678743794,0.146345688,0.227260762
1,-0.124390584,2.154926702,0.249854672,0.538418504,1.334342313,0.165871083,0.375031057
1,0.26390798,2.249518763,0.198282471,0.446040139,1.517601369,0.205749623,0.355123316
1,-0.276307271,3.757856377,2.417714657,9.085424443,1.124697947,0.328018092,0.544881675
1,-0.185036643,6.094993606,0.019006239,0.115842906,2.722902176,2.19747895,0
1,0.514923155,7.687683545,0.094414289,0.725827174,2.72280353,2.221138084,0
1,-0.352891402,6.980904217,0.160588919,1.121055864,2.149721781,1.721530774,0
1,-0.64655145,2.418358341,0.309491979,0.748462508,1.849168646,0.503562945,0
1,-0.885974962,2.256664464,-0.744439401,-1.679949941,2.293577982,0.627889908,0
1,-0.554310524,3.158983761,-0.601899486,-1.901390701,2.882789318,0.994559842,0
1,0.871857579,5.829811756,-3.686706181,-21.49280303,0.896662216,0.201602136,0
1,-0.00707303,4.654781647,0.785505552,3.656356829,0.924078898,0.230926684,0
1,-0.143210223,5.90558403,0.390625,2.306868762,0.885082873,0.18747698,0
1,0.832538575,7.074573864,-0.043679126,-0.309011206,1.00166883,0.193584276,0
1,-0.246943953,5.468886545,0.395216401,2.161393657,0.995443099,0.177599233,0
1,1.057227661,6.371825715,0.518964563,3.306751745,1.261050442,0.242199688,0
1,0.131710064,5.492369399,0.464147844,2.549271415,1.436805764,0.389072351,0
1,-0.435863605,4.582591229,0.477054169,2.186144251,1.589390044,0.380540625,0
1,0.026982072,5.076504461,0.316963831,1.609068301,1.56608268,0.30651606,0
1,-0.34978468,4.757634647,0.307927394,1.465006038,1.553576248,0.301754386,0
1,0.486890158,4.895548603,0.328283461,1.607127637,1.699490446,0.505414013,0
1,0.454195496,5.037227011,0.379229997,1.910267585,1.772601638,0.790642746,0
1,-0.762620066,4.309397926,0.334587055,1.441868762,1.633414229,0.563758675,0
1,-0.146876239,4.868714505,0.198860882,0.968196862,1.782316217,0.571020665,0
1,1.433153958,5.346537383,0.225995703,1.208294476,2.02705314,0.884261378,0
1,0.063658798,5.243598459,0.425593924,2.231643643,2.09331802,1.146396489,0
1,-0.263272343,4.517699446,0.356605751,1.611037605,2.409521847,1.491549876,0
1,-0.050568896,4.203152093,0.331197432,1.392073181,2.746839165,1.691724656,0
1,0.348238891,4.42226628,0.294626166,1.302915359,2.905538627,1.926121766,0
1,-0.662594072,4.188635907,0.239009204,1.001122535,4.348229342,2.94981129,0
1,-0.701836146,4.827773595,0.201540654,0.972992647,3.111685186,2.030681577,0.039792121
1,0.375550226,6.990547019,0.043543069,0.304389874,3.12793772,2.035056796,0.036829115
1,-0.22462715,7.951683836,0.028612894,0.227520683,2.785248903,2.078397138,0.025523212
1,0.340174152,8.085502565,-0.15993956,-1.293191719,2.203090414,1.530989273,0.021362949
1,-1.028046349,5.773997735,0.194617792,1.123722692,2.536961674,1.5497518,0
1,0.491597243,6.603548903,-0.131707692,-0.869738184,1.649830268,0.857276085,0
1,0.347621341,69.90569395,0.238154937,16.64838613,1.371721507,0.912970911,0
1,-0.538856131,54.06811146,0.289400255,15.64732524,2.363689777,1.408147278,0
1,0.28993033,54.98648649,0.195073401,10.72640095,2.35915018,1.604878597,0
1,-0.276390566,33.15781711,0.21231924,7.040042527,1.900841848,1.268620269,0
1,0.35617918,29.85520685,0.245318038,7.324020772,1.469720539,0.81462211,0
1,-0.043560046,31.96153087,0.180772887,5.777778199,2.847799109,2.273961603,0
1,0.304937201,37.24513153,0.163078452,6.073878398,2.238804748,1.965370446,0
1,0.075376579,34.25982022,0.221208479,7.578562712,2.079123148,1.762873452,0
1,-0.495922437,37.16638079,0.243895378,9.064708509,1.915435806,1.666427064,0
1,0.141911821,40.03676539,0.243132546,9.73424071,1.016565395,0.774125764,0
1,-0.177896889,28.6030025,0.236934769,6.777045791,1.18219799,0.778362073,0
1,-0.450393453,30.12043653,0.224215646,6.753473144,1.416153714,1.038036148,0
1,0.102886768,34.46894837,0.230857942,7.957430488,1.042787175,0.749895308,0.022439197
1,-0.474237477,48.92070715,0.2429167,11.88365675,1.298350137,1.045145828,0.028364912
1,0.267428784,50.9133574,0.205081081,10.44136636,1.243746775,0.985534043,0.037876143
1,-0.051240269,50.96670546,0.260921466,13.2983075,0.834805963,0.595544336,0.196564181
1,0.291577966,58.24740619,0.275429893,16.04307686,1.023601836,0.76645698,0.288708506
1,0.12770892,59.71822358,0.268551846,16.03743918,0.859154649,0.609365413,0.145022073
1,-0.063024273,58.95862997,0.281071174,16.57157132,0.917846131,0.664369404,0.050519401
1,-0.007741894,51.19702233,0.312421909,15.99507144,0.790158574,0.500300125,0.053870151
1,0.04530367,50.97461506,0.320784779,16.3518806,0.909786827,0.638190915,0.050471219
1,0.008575822,42.59893455,0.350156391,14.9162892,0.854893338,0.559438707,0.058888155
1,0.112662118,48.56147948,0.341438764,16.58077151,0.743645403,0.521640565,0.065591286
1,0.141081766,49.67624228,0.366148931,18.188903,0.643573007,0.426610246,0.071221701
1,0.349308019,22.73793395,0.45799653,10.41389484,0.752958413,0.154062887,0
1,0.086910616,20.4402613,0.292420625,5.97715398,1.097963003,0.161664147,0
1,0.015263711,16.31228632,0.367261536,5.990875336,3.169050238,2.111917858,0
1,-0.172760951,14.08441385,0.324709799,4.573347187,1.61472024,0.809654942,0
1,-0.387736186,15.58685765,0.22781585,3.550933218,1.068972638,0.390810532,0
1,-0.355725292,17.23497404,0.243472498,4.196242189,1.019790726,0.331594959,0
1,0.553521341,19.63172958,0.260660932,5.117224922,0.882881375,0.301500949,0
1,-0.122259818,18.01575486,0.281448045,5.070498995,0.708496985,0.229304831,0
1,0.317707071,16.82940765,0.286724761,4.825407893,0.838737017,0.364847807,0
1,-0.307189243,19.08571188,0.24326332,4.642853628,0.548275085,0.194982307,0
1,0.301455596,18.83202282,0.28423423,5.352705504,0.561133414,0.128178145,0
1,-0.314336906,17.67068471,0.277114736,4.896807129,0.844248556,0.410095626,0
1,0.083758987,18.90178791,0.251140089,4.746996702,0.740957079,0.172089935,0
1,-0.736476771,18.15084184,0.267120223,4.848456912,0.583677824,0.087645019,0
1,-0.137239588,15.20746123,0.274899722,4.180526868,0.837602453,0.209463248,0.23427673
1,0.287231779,25.23583879,0.271503117,6.851608885,0.533668442,0.198740144,0.196609816
1,-0.454341189,24.56594298,0.232991691,5.723660589,1.047549514,0.486667124,0.277712247
1,-0.150672502,21.8777315,0.210739205,4.610495746,0.871030489,0.297172379,0.249498473
1,-0.060827741,22.4725198,0.223536934,5.02343817,0.996045612,0.419940684,0.235115597
1,-0.172799757,20.51709352,0.18849139,3.867295473,1.006630554,0.428688974,0.206692899
1,0.219416763,26.36327462,0.204661961,5.395559471,0.837198093,0.367131613,0.173037596
1,-0.161854859,27.120721,0.246493848,6.685090877,0.785429387,0.386645657,0.160135448
1,0.478708253,27.55214126,0.228967179,6.308536069,1.027993699,0.526032262,0.218787164
1,0.48489655,29.93564814,0.260614442,7.801662249,1.20902049,0.72302093,0.177022638
1,-0.18519769,33.09470749,0.257220347,8.512632135,1.286942412,0.799143928,0.155484103
1,0.009243798,27.13651751,0.270581059,7.342627637,1.288007605,0.763867556,0.129128909
1,0.11812228,26.75359925,0.428706996,11.46945516,0.997918506,0.453334465,0.422014892
1,-0.14028562,31.95143858,0.364259191,11.63860517,0.910765358,0.349548821,0.38238746
1,-0.118498754,29.4040282,0.319024601,9.380608378,0.68590414,0.205926868,0.337139582
1,0.163924423,29.15662515,0.316672003,9.23308689,0.996594941,0.468795489,0.370603451
